단어,한국수어사전 URL,수형 사진 URL,수형 설명,수어 동영상 URL (MP4)
(마시는)차,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9011,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238079/IMG000234007_700X466.jpg,왼손을 약간 구부려 모로 세우고 그 안에 오른 주먹의 1지를 펴서 넣어 젓는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629981/MOV000259275_700X466.mp4
초등,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9008,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237639/IMG000233324_700X466.jpg,"왼 주먹의 1·2지를 벌려 펴서 등이 밖으로 끝이 오른쪽으로 향하게 하고, 그 사이에 오른 주먹의 1지를 펴서 오른쪽에서 두 번 끼운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785523/MOV000357168_700X466.mp4
진흙,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9006,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237519/IMG000233314_700X466.jpg,"오른 주먹의 1지를 펴서 옆면으로 입술 밑을 오른쪽으로 스쳐 낸 다음, 손등이 안으로 향하게 편 두 손 각각 1·2·3·5지 끝을 맞대고 비빈다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041856/MOV000360909_700X466.mp4
입술,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8962,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234126/IMG000228981_700X466.jpg,오른 주먹의 1지를 펴서 끝을 입술에 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629933/MOV000255200_700X466.mp4
삼일절,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8952,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233583/IMG000228272_700X466.jpg,"왼 주먹의 1·2·3지를 펴서 끝이 오른쪽으로 향하게 모로 세우고, 그 밑에 오른 주먹의 1지를 펴서 끝이 왼쪽으로 향하게 모로 세운 다음, 손등이 아래로 향하게 가볍게 쥔 두 주먹을 위로 올리며 활짝 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734994/MOV000254653_700X466.mp4
자연/천연/저절로,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8935,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234702/IMG000229695_700X466.jpg,오른 주먹의 1지를 펴서 끝 바닥으로 왼 주먹 등을 손목 쪽으로 스쳐 올린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629925/MOV000255791_700X466.mp4
자습,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8934,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234698/IMG000229688_700X466.jpg,"오른 주먹의 1지를 펴서 끝이 아래로 향하게 하여 끝으로 명치 부위를 스쳐 올려 바닥이 안으로 향하게 세운 다음, 두 손을 펴서 손등이 밖으로 향하게 하여 오른 손등에 왼 손바닥을 대고 입 앞에서 오른쪽으로 두 바퀴 돌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734992/MOV000255785_700X466.mp4
회견,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225730/IMG000218425_700X466.jpg,"왼손의 손가락을 벌려 굽혀 끝이 위로 손바닥이 안으로 향하게 하고, 오른 주먹의 1지를 펴서 끝이 왼손의 손가락 끝과 마주 보게 한 다음, 오른 주먹의 1지를 세워 입 앞에서 밖으로 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041864/MOV000360914_700X466.mp4
(한)시,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8890,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151209/224949/IMG000217527_700X466.jpg,왼 주먹의 손목 등에 오른 주먹의 1지를 펴서 끝 옆면을 댔다가 살짝 올린다(한시를 나타내는 경우).,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004597/MOV000359677_700X466.mp4
독일,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8882,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231542/IMG000225578_700X466.jpg,4·5지를 편 오른 주먹의 바닥으로 턱을 두 번 두드린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20161104/430799/MOV000353323_700X466.mp4
처분/시키다/부리다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8872,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151210/225592/IMG000218268_700X466.jpg,"왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 오른 주먹의 1지를 펴서 끝이 왼 주먹의 5지 등으로 향하게 하여 두 손을 동시에 약간 아래로 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010145/MOV000360127_700X466.mp4
당사자/본인,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12291,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151213/226992/IMG000219735_700X466.jpg,"5지를 접고 나머지 손가락을 펴서 손바닥이 왼쪽으로 향하게 세운 오른손의 1지 옆면을 턱 중앙에 댄 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/252806/MOV000265457_700X466.mp4
침착/차분하다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8848,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151212/226692/IMG000219470_700X466.jpg,"오른 주먹의 1지를 펴서 오른쪽 관자놀이에 댄 다음, 두 손을 펴서 손바닥이 위로 손끝이 옆으로 향학 하여 천천히 아래로 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041867/MOV000360917_700X466.mp4
그리스,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228117/IMG000221166_700X466.jpg,"왼 주먹의 1지를 펴서 등이 밖으로 향하게 모로 세우고, 그 옆면 중간에 오른 주먹의 1지를 펴서 ‘＋’자 모양이 되게 두 번 댔다 뗀후
두 손의 1·5지로 고리를 만들어 서로 끼었다가 돌려 낀다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041870/MOV000360920_700X466.mp4
설/설날,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8819,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223477/IMG000215838_700X466.jpg,"오른 주먹의 1지를 펴서 끝이 왼쪽으로 향하게 모로 세우고, 그 아래에 왼 주먹의 1지를 펴서 끝이 오른쪽으로 향하게 모로 세운 다음, 손등이 아래로 향하게 가볍게 쥔 두 주먹을 위로 올리며 손가락을 활짝 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627337/MOV000259693_700X466.mp4
설/설날,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8819,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223477/IMG000215838_700X466.jpg,"오른 주먹의 1지를 펴서 끝이 왼쪽으로 향하게 모로 세우고, 그 아래에 왼 주먹의 1지를 펴서 끝이 오른쪽으로 향하게 모로 세운 다음, 손등이 아래로 향하게 가볍게 쥔 두 주먹을 위로 올리며 손가락을 활짝 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627337/MOV000259693_700X466.mp4
(시간)분,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8803,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223618/IMG000215947_700X466.jpg,오른손으로 지숫자의 수형을 만들어 턱에 댔다가 약간 내린다(이것은 1분을 나타내는 것임).,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200826/736304/MOV000245342_700X466.mp4
어디,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8799,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210104/794550/IMG000358103_700X466.jpg,"오른 주먹의 1지를 펴서 바닥이 밖으로 향하게 세워 왼쪽으로 흔든 다음, 손바닥이 아래로 향하게 반쯤 구부린 오른손을 가슴 앞에서 약간 내리다가 멈춘다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732429/MOV000243844_700X466.mp4
보고서,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11906,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223291/IMG000215581_700X466.jpg,"오른 주먹의 1지를 펴서 세워 입술에 댔다가 밖으로 약간 올리며 내민 다음, 손바닥이 위로 향하게 약간 구부린 왼 손바닥을, 약간 구부린 오른 손등으로 두 번 두드린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733466/MOV000245088_700X466.mp4
뜻밖에/의외,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8718,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160928/347219/IMG000259655_700X466.jpg,"오른손의 5지 바닥을 2지 손톱에 대고 1지를 이마 오른쪽에 댄 다음, 2·5지를 튕긴다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735671/MOV000259654_700X466.mp4
뒤떨어지다/뒤지다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8710,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151126/217121/IMG000208383_700X466.jpg,"손등이 위로 손끝이 밖으로 향하게 편 왼손앞에, 1지를 펴서 끝이 밖으로 등이 위로 향하게 한 오른 주먹을 놓았다가 안으로 당겨 왼 손목 뒤에 놓는다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735200/MOV000240231_700X466.mp4
말실수/실언/실구/실어,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8683,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218380/IMG000209902_700X466.jpg,"오른 주먹의 1지를 펴서 세워 옆면을 입에 댔다가 밖으로 내민 다음, 두 주먹의 4·5지를 펴서 오른 주먹이 안쪽에 놓이게 이어 대고 목으로 당긴다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010137/MOV000360123_700X466.mp4
말실수/실언/실구/실어,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8683,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218380/IMG000209902_700X466.jpg,"오른 주먹의 1지를 펴서 세워 옆면을 입에 댔다가 밖으로 내민 다음, 두 주먹의 4·5지를 펴서 오른 주먹이 안쪽에 놓이게 이어 대고 목으로 당긴다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010137/MOV000360123_700X466.mp4
시키다/지시/하여금,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8579,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151201/219943/IMG000211667_700X466.jpg,"왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 오른 주먹의 1지를 펴서 끝이 왼 주먹의 5지 등으로 향하게 하여 두 손을 동시에 약간 아래로 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734990/MOV000242492_700X466.mp4
낚다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8513,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228277/IMG000221381_700X466.jpg,모로 세운 왼 주먹에 오른 주먹의 팔꿈치를 대고 1지를 펴서 끝이 밖으로 향하게 하여 한 번 위로 빠르게 올린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735669/MOV000249086_700X466.mp4
굴(구멍),https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8506,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151214/227698/IMG000220625_700X466.jpg,"왼손을 약간 구부려 바닥이 밑으로 향하게 하고, 오른 주먹의 1지를 펴서 끝이 밖으로 향하게 하여 왼손 밑으로 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734988/MOV000248498_700X466.mp4
여름/주하,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8476,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234515/IMG000229429_700X466.jpg,"5지를 접고 나머지 손가락을 펴서 끝이 오른쪽으로 향하게 모로 세우고, 그 둘레를 오른 주먹의 1지를 펴서 한 바퀴 돌린 다음, 두 손을 가볍게 펴서 손가락을 약간 구부려 끝을 이마 양쪽에 댔다가 얼굴을 스쳐 내린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010129/MOV000360118_700X466.mp4
여기/이곳/이쪽/이거/이것,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8472,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151225/234509/IMG000229417_700X466.jpg,오른 주먹의 1지를 펴서 끝이 약간 아래로 향하게 하여 약간 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629689/MOV000255560_700X466.mp4
송년회,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8467,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233932/IMG000228689_700X466.jpg,"오른 주먹의 1지를 펴서 모로 세운 왼 주먹의 주위를 위로부터 밖으로 한 바퀴 돌리고, 오른 주먹의 5지를 펴서 세워 왼 손등에 힘주어 내려놓은 다음, 손등이 아래로 향하게 가볍게 쥔 두 주먹을 위로 올리며 손가락을 활짝 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004492/MOV000359657_700X466.mp4
총무,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8448,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/237754/IMG000233526_700X466.jpg,"오른 주먹의 1지를 펴서 옆면으로, 손바닥이 위로 향하게 편 왼 손바닥을 두 번 두드린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735668/MOV000258884_700X466.mp4
총명,None,None,None,None
첫째/첫 번째,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8431,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237111/IMG000232792_700X466.jpg,오른 주먹의 1지를 펴서 약간 아래로 내리며 왼 주먹의 1·5지 끝에 댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629678/MOV000258299_700X466.mp4
얼굴/낯/안면,None,None,None,None
박사,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8377,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233017/IMG000227497_700X466.jpg,오른 주먹의 1지를 펴서 끝을 오른쪽 관자놀이에 댔다가 내리면서 1·2·3·4지를 펴서 왼손의 5지와 나머지 손가락 사이에 넣는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732411/MOV000254020_700X466.mp4
연구,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8371,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234655/IMG000229616_700X466.jpg,오른 주먹의 1지를 펴서 끝을 오른쪽 관자놀이에 댔다가 떼며 주먹을 쥐고 등을 왼 주먹 등에 대고 안으로 당긴다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733345/MOV000255726_700X466.mp4
소방서,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8339,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233516/IMG000228139_700X466.jpg,"1지를 편 오른 주먹의 손목을 왼손으로 받쳐 잡고 좌우로 흔든 다음, 두 손의 손끝을 맞대어 좌우로 비스듬히 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042270/MOV000360930_700X466.mp4
(맛이)쓰다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=8316,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234626/IMG000229563_700X466.jpg,오른 주먹의 1지를 펴서 끝을 오른쪽 입가에 대고 머리를 약간 왼쪽으로 젖히며 얼굴을 찡그린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734977/MOV000255677_700X466.mp4
